Employee_ID,Manager_ID,Department,Job_Title,Performance_Rating,Hire_Date,Onboarding_Date,First_Project_Start_Date,Future Date,Bonus,Training_Program,Mentor_ID,Professional_Development_Hours,Number_Of_Promotions,Highest_Education_Level,Certifications,Annual_Salary_Increase_Percentage,Performance_Bonus_Percentage,Work_Hours_Per_Week,Telecommuting_Days_Per_Week,Overtime_Hours_Per_Week,Number_Of_Team_Building_Activities,Conflict_Resolution_Cases,Customer_Complaints_Handled,Leadership_Qualities_Rating,Technical_Skills_Rating,Communication_Skills_Rating,Problem_Solving_Skills_Rating,Teamwork_Skills_Rating,Initiative_Rating,Adaptability_Rating,Creativity_Rating,Strategic_Thinking_Rating,Employee_Engagement_Score,Innovation_Projects_Involvement,Feedback_From_Colleagues,Feedback_From_Supervisors,Employee_Resignation_Status,Supplier_Contact,Work_Quality_Improvement_Plan,Career_Goals_Set,Career_Goals_Achievement_Status,Hiring_Source,Time_to_Hire,Hiring_Manager_Satisfaction,Recruitment_Cost,Offer_Acceptance_Date,Project_ID,Project_Type,Project_Size,Project_Complexity,Project_Role,Project_Outcome,Peer_Reviews,Customer_Feedback,Innovation_Contributions,Leadership_Potential,Development_Plan_Completion,Internship_Duration,Internship_Completion_Status,Internship_Supervisor_ID,Internship_Project_Assigned,Internship_Evaluation_Score,Internship_Conversion_Status,Internship_Learning_Outcomes,Mentor_Experience_Level,Mentor_Rating,Mentor_Availability_Hours_Per_Week,Mentor_Training_Provided,Internship_Goals_Set,Internship_Goals_Achievement_Status,Employee_Training_Cost,Employee_Award_Recognition,Employee_Health_Insurance_Coverage,Employee_Travel_Allowance,Employee_Stock_Options,Employee_Compensation_Benefits,Employee_Savings_Plans,Employee_Training_Certification_Status,Employee_Training_Evaluation_Score,Employee_Training_Cost_Budget,Employee_Training_Participation_Rate,Employee_Professional_Associations,Employee_Mentorship_Program_Participation,Employee_Volunteer_Activities,Employee_Work_Life_Balance_Rating,Employee_Retirement_Benefits,Employee_Annual_Salary_Adjustment,Employee_Job_Satisfaction_Score,Employee_Leadership_Training,Employee_Team_Leadership_Experience,Employee_Conflict_Resolution_Skills,Employee_Organizational_Culture_Fit,Employee_Innovative_Skills,Employee_Problem_Solving_Capabilities,Employee_Technical_Training_Programs,Employee_Development_Opportunities,Employee_Career_Progression_Plan,Employee_Professional_Growth_Potential,Employee_Performance_Improvement_Plan,Employee_Recognition_Programs_Participation,Employee_Job_Rotation_Experience,Employee_Team_Collaboration_Effectiveness,Employee_Stakeholder_Management_Skills,Employee_Personal_Development_Plans,,,,
2024/HR/0529,2024/HR/0153,IT,Manager,17,2020-06-30,2020-11-02,2020-12-14,79895,4868,Advanced,2024/Marketing/0127,46,1,Bachelor,PMP,5,5,39,5,7,10,1,5,8,5,10,12,5,6,6,4,8,85,No,8,11,No,Fax,Yes,Medium-term,In Progress,Agency,28,3,4969,2020-06-30,Project-3,Development,Large,Simple,Analyst,Successful,5,6,High,Medium,Not Started,5,Completed,2024/Sales/0123,Project C,10,Not Converted,Learning Outcome C,Junior,13,5,No,Yes,In Progress,964,Award,Premium,1448,None,4853,3020,Not Certified,88,990,81,Inactive,Inactive,Yes,5,Standard,7,6,Leadership Training,8,9,12,9,3,8,4,14,6,2,No,12,6,7,Inactive,,,,
2024/Sales/0530,2024/Marketing/0363,IT,Consultant,8,2020-02-21,2020-03-16,2020-04-18,79819,4983,None,2024/Sales/0145,51,1,Master,None,3,3,42,2,4,3,1,4,9,12,13,9,5,12,11,7,10,82,Yes,11,10,No,Phone,Yes,Short-term,Not Started,Referral,37,1,4997,2020-02-21,Project-63,Consulting,Large,Complex,Manager,Failed,6,3,Medium,Low,Not Started,6,Incomplete,2024/HR/0376,Project C,17,Converted,Learning Outcome B,Mid-Senior,1,2,Yes,No,Not Started,977,Recognition,Premium,1447,Stock Options,4998,2999,In Progress,68,1048,86,Active,Inactive,No,7,Premium,5,7,Leadership Training,7,6,8,7,9,9,8,10,8,2,Yes,6,3,6,Inactive,,,,
2024/HR/0531,2024/Sales/0350,Marketing,Manager,14,2020-11-09,2020-12-30,2021-02-19,80140,5011,None,2024/HR/0131,59,0,Bachelor,PMP,5,3,45,4,12,8,5,2,11,13,6,2,10,14,5,15,13,72,Yes,8,4,Yes,Phone,Yes,Short-term,Not Started,Internal,34,4,5017,2020-11-09,Project-73,Consulting,Medium,Simple,Developer,In Progress,12,4,Low,Medium,Complete,5,Completed,2024/HR/0125,Project C,8,Not Converted,Learning Outcome C,Mid-Senior,7,3,Yes,Yes,Not Started,1032,Recognition,Basic,1444,None,4955,3104,Not Certified,80,973,95,Inactive,Inactive,No,13,Basic,2,6,Leadership Training,5,5,3,6,15,12,7,12,9,7,No,9,6,5,Active,,,,
2024/Sales/0532,2024/HR/0271,Marketing,Manager,12,2024-05-15,2024-06-25,2024-09-13,79774,5029,Advanced,2024/HR/0131,46,0,PhD,AWS,7,5,43,0,8,0,2,2,7,15,7,7,7,6,10,7,11,86,Yes,5,9,Yes,Phone,No,Long-term,In Progress,Referral,35,4,5060,2024-05-15,Project-64,Consulting,Medium,Moderate,Analyst,Failed,6,5,Low,High,Not Started,6,Completed,2024/Marketing/0419,Project B,7,Converted,Learning Outcome A,Junior,11,2,Yes,Yes,Not Started,957,Award,Premium,1454,Stock Options,4995,3007,Certified,77,1037,84,Active,Active,No,7,Standard,8,4,Leadership Training,12,11,6,9,10,10,13,11,8,9,No,7,10,13,Inactive,,,,
2024/IT/0533,2024/Finance/0195,Sales,Developer,7,2021-08-14,2021-11-11,2022-01-29,80292,4828,Advanced,2024/Sales/0106,49,1,Master,None,5,1,43,0,11,0,5,0,9,10,5,8,3,10,3,10,9,84,Yes,9,14,Yes,Email,No,Medium-term,In Progress,Internal,30,5,4938,2021-08-14,Project-39,Development,Medium,Complex,Developer,Successful,2,11,Low,Low,Complete,5,Incomplete,2024/HR/0125,Project A,13,Converted,Learning Outcome A,Associate,7,8,No,No,In Progress,1056,Recognition,Premium,1442,Stock Options,5004,2942,Not Certified,91,965,60,Inactive,Active,Yes,8,Basic,8,10,Leadership Training,6,11,8,9,11,4,4,11,11,10,No,11,9,6,Inactive,,,,
2024/Marketing/0534,2024/HR/0311,Sales,Developer,10,2023-12-07,2023-12-21,2024-03-13,80272,4878,Advanced,2024/Marketing/0485,40,1,PhD,None,4,2,41,5,6,9,3,3,11,11,6,5,4,10,7,12,13,71,Yes,10,7,No,Email,No,Long-term,Achieved,Internal,29,2,5010,2023-12-07,Project-51,Consulting,Small,Complex,Manager,In Progress,11,8,Medium,High,Complete,3,Completed,2024/IT/0137,Project A,5,Converted,Learning Outcome B,Mid-Senior,11,6,Yes,No,Achieved,1005,None,Premium,1473,Stock Options,4998,3008,In Progress,82,995,71,Inactive,Active,Yes,11,Standard,7,5,None,15,12,7,6,9,11,8,10,4,7,No,7,10,10,Inactive,,,,
2024/Sales/0535,2024/Finance/0421,IT,Consultant,6,2021-06-13,2021-08-11,2021-11-05,79445,5062,Basic,2024/IT/0046,56,0,Master,None,6,3,35,0,9,10,4,4,6,10,7,6,12,5,6,9,6,63,Yes,7,9,Yes,Phone,Yes,Short-term,In Progress,Agency,39,3,5129,2021-06-13,Project-45,Development,Large,Complex,Analyst,In Progress,6,9,High,Medium,Partial,1,Completed,2024/HR/0496,Project C,7,Converted,Learning Outcome B,Associate,8,10,No,Yes,Not Started,1047,Award,Basic,1602,Stock Options,5145,2970,In Progress,89,1027,72,Inactive,Active,No,8,Standard,9,10,Leadership Training,10,7,4,9,7,9,9,11,6,9,Yes,2,8,11,Inactive,,,,
2024/Finance/0536,2024/Finance/0221,Sales,Consultant,9,2024-03-07,2024-05-15,2024-06-15,79952,4971,None,2024/HR/0047,49,0,Bachelor,None,9,1,36,2,7,7,1,2,12,7,8,5,10,12,6,9,7,91,Yes,8,10,No,Phone,No,Medium-term,In Progress,Job Board,33,3,5020,2024-03-07,Project-48,Consulting,Small,Moderate,Developer,Failed,6,8,Low,Medium,Complete,4,Completed,2024/IT/0445,Project A,9,Not Converted,Learning Outcome C,Associate,8,2,Yes,No,Achieved,1036,None,Basic,1545,Stock Options,5045,3042,Certified,84,1036,85,Inactive,Inactive,No,5,Premium,1,6,Leadership Training,9,7,9,5,8,6,7,6,9,16,Yes,9,12,10,Active,,,,
2024/Marketing/0537,2024/HR/0448,Marketing,Developer,9,2023-04-11,2023-09-15,2023-10-29,80057,5052,None,2024/HR/0047,44,1,Master,None,5,1,36,5,9,8,4,3,4,5,5,5,4,6,9,13,8,72,Yes,10,2,No,Direct Visit,No,Medium-term,Not Started,Referral,26,2,5089,2023-04-11,Project-94,Research,Large,Moderate,Developer,Successful,3,5,Low,Medium,Partial,6,Incomplete,2024/IT/0134,Project C,10,Converted,Learning Outcome C,Junior,9,3,Yes,No,Achieved,1035,None,Basic,1521,None,4918,2980,Certified,75,1026,57,Inactive,Active,No,14,Standard,11,6,Leadership Training,8,7,8,11,4,11,2,7,9,10,Yes,11,6,6,Inactive,,,,
2024/HR/0538,2024/Marketing/0525,IT,Analyst,11,2020-12-01,2021-01-26,2021-04-02,79964,4986,Advanced,2024/Marketing/0007,44,2,Master,None,8,6,44,0,5,8,2,4,8,10,9,13,8,10,8,4,12,81,No,6,7,Yes,Email,Yes,Long-term,Achieved,Internal,31,10,4974,2020-12-01,Project-87,Consulting,Large,Moderate,Developer,Failed,8,7,High,Medium,Partial,3,Completed,2024/HR/0055,Project A,6,Converted,Learning Outcome C,Senior,6,8,Yes,Yes,In Progress,1009,Recognition,Premium,1552,Stock Options,4944,2923,Not Certified,95,1008,71,Inactive,Inactive,No,9,Premium,6,10,None,11,12,9,7,6,14,10,12,7,6,No,5,6,3,Inactive,,,,
2024/Marketing/0539,2024/Sales/0105,HR,Developer,2,2021-05-08,2021-09-05,2021-10-24,79909,4986,None,2024/HR/0400,44,1,Master,CFA,7,0,41,4,9,8,1,5,9,6,6,5,7,11,5,9,11,74,No,9,9,Yes,Direct Visit,Yes,Long-term,Achieved,Job Board,37,2,4928,2021-05-08,Project-96,Development,Small,Moderate,Analyst,Failed,5,8,High,Low,Complete,5,Incomplete,2024/HR/0397,Project B,4,Not Converted,Learning Outcome B,Mid-Senior,5,9,No,No,In Progress,1035,Award,Premium,1448,None,5033,2920,Not Certified,85,986,84,Active,Active,Yes,8,Standard,5,8,None,6,11,10,8,7,4,11,8,13,13,Yes,8,9,8,Inactive,,,,
2024/IT/0540,2024/Marketing/0427,Sales,Consultant,9,2021-03-28,2021-06-18,2021-08-15,79583,5041,None,2024/HR/0400,64,0,Bachelor,Google Cloud,5,3,38,1,5,7,0,3,16,10,5,8,4,11,13,10,10,74,No,7,5,No,Direct Visit,Yes,Short-term,Not Started,Referral,27,4,5026,2021-03-28,Project-51,Consulting,Large,Simple,Manager,In Progress,6,8,Medium,Low,Complete,3,Completed,2024/Sales/0085,Project C,4,Converted,Learning Outcome C,Junior,6,7,No,No,In Progress,1011,None,Basic,1520,Stock Options,5007,2959,Not Certified,71,1016,67,Active,Active,Yes,6,Premium,5,7,Leadership Training,7,7,6,7,8,8,3,5,7,7,No,9,8,10,Inactive,,,,
2024/Sales/0541,2024/Sales/0426,IT,Developer,14,2022-09-14,2023-02-19,2023-03-24,79701,4954,None,2024/Finance/0463,39,1,Master,None,2,2,43,4,3,1,0,3,8,7,4,9,9,10,7,9,9,88,Yes,5,7,Yes,Fax,Yes,Long-term,In Progress,Referral,34,4,4848,2022-09-14,Project-25,Consulting,Medium,Complex,Developer,Failed,5,11,Low,Medium,Not Started,4,Completed,2024/Marketing/0428,Project C,7,Not Converted,Learning Outcome C,Senior,7,6,No,Yes,In Progress,948,None,Basic,1530,None,5013,2959,In Progress,73,970,64,Inactive,Inactive,No,4,Standard,7,4,None,12,3,8,10,12,8,11,9,12,10,Yes,7,11,6,Active,,,,
2024/Finance/0542,2024/IT/0473,Finance,Developer,10,2021-02-25,2021-05-26,2021-07-10,80081,4915,Advanced,2024/HR/0496,46,2,Bachelor,None,7,2,43,0,9,2,4,0,10,8,9,8,9,7,7,7,6,90,No,9,11,Yes,Phone,No,Short-term,In Progress,Job Board,27,7,4993,2021-02-25,Project-14,Consulting,Large,Simple,Manager,In Progress,7,9,Low,High,Partial,1,Incomplete,2024/IT/0385,Project C,11,Converted,Learning Outcome A,Mid-Senior,6,7,No,Yes,Not Started,974,Award,Basic,1484,Stock Options,5011,2997,In Progress,85,973,63,Active,Active,No,10,Basic,3,7,None,10,11,8,7,15,9,6,9,8,11,No,10,11,7,Inactive,,,,
2024/Finance/0543,2024/Marketing/0335,IT,Developer,13,2020-01-07,2020-05-23,2020-07-01,80053,4939,None,2024/Marketing/0031,49,0,Master,Google Cloud,7,2,42,0,12,4,2,1,12,5,5,13,14,5,7,6,3,63,No,2,10,Yes,Direct Visit,No,Short-term,In Progress,Agency,33,4,5019,2020-01-07,Project-49,Consulting,Medium,Complex,Analyst,Failed,8,8,Low,Low,Not Started,3,Incomplete,2024/Finance/0212,Project A,6,Converted,Learning Outcome A,Associate,7,10,Yes,Yes,In Progress,1041,None,Premium,1430,Stock Options,4922,2939,In Progress,69,996,77,Active,Active,No,8,Basic,8,4,None,5,6,2,5,8,6,6,9,8,11,No,10,7,12,Inactive,,,,
2024/HR/0544,2024/Sales/0341,IT,Developer,10,2019-11-03,2019-12-01,2020-02-18,79976,5149,None,2024/Marketing/0031,51,0,Bachelor,None,9,6,42,4,7,0,2,4,8,6,5,8,6,5,6,5,8,66,Yes,5,11,Yes,Fax,Yes,Medium-term,Not Started,Referral,21,3,5056,2019-11-03,Project-100,Development,Small,Simple,Manager,Successful,6,8,Medium,High,Not Started,1,Completed,2024/IT/0044,Project A,7,Not Converted,Learning Outcome C,Junior,6,2,No,No,Not Started,986,Recognition,Basic,1459,None,5018,2977,Not Certified,65,986,78,Inactive,Active,Yes,7,Basic,6,10,Leadership Training,16,8,4,10,8,13,6,6,7,7,No,7,9,11,Active,,,,
2024/Marketing/0545,2024/HR/0455,Marketing,Analyst,7,2019-05-24,2019-11-13,2020-02-03,79888,5057,Basic,2024/IT/0437,66,1,Master,Google Cloud,5,5,36,3,10,8,5,5,6,6,4,2,6,5,10,5,13,66,No,6,16,Yes,Direct Visit,No,Short-term,Not Started,Job Board,23,6,4941,2019-05-24,Project-34,Development,Medium,Simple,Manager,Successful,9,7,Medium,Low,Complete,2,Incomplete,2024/HR/0293,Project C,2,Converted,Learning Outcome C,Senior,8,1,Yes,Yes,Achieved,971,Award,Premium,1512,None,4998,2960,Not Certified,77,960,88,Active,Inactive,Yes,13,Standard,4,5,None,6,5,7,8,7,10,9,7,5,7,No,12,10,13,Inactive,,,,
2024/HR/0546,2024/Marketing/0486,Marketing,Manager,9,2020-06-24,2020-09-29,2020-12-02,80128,4866,Basic,2024/Marketing/0080,36,1,Bachelor,None,4,5,37,5,10,3,0,3,10,7,13,6,5,12,8,5,15,90,No,8,9,Yes,Fax,Yes,Medium-term,In Progress,Agency,45,5,4905,2020-06-24,Project-90,Development,Medium,Complex,Analyst,Failed,9,7,High,Low,Partial,1,Incomplete,2024/HR/0075,Project C,7,Not Converted,Learning Outcome B,Associate,8,7,Yes,No,Achieved,1035,None,Basic,1527,Stock Options,5036,2905,Certified,65,1021,63,Inactive,Active,Yes,7,Basic,6,5,None,10,11,6,3,8,10,13,7,7,4,Yes,6,6,9,Inactive,,,,
2024/Marketing/0547,2024/Finance/0423,IT,Developer,9,2023-05-08,2023-08-06,2023-10-10,79897,5012,Basic,2024/HR/0131,60,0,Bachelor,None,4,3,41,0,5,5,3,1,7,8,6,7,9,6,10,4,5,88,No,6,11,No,Email,No,Medium-term,Achieved,Agency,27,4,5006,2023-05-08,Project-37,Research,Small,Simple,Manager,Successful,12,4,Medium,Low,Complete,5,Incomplete,2024/Marketing/0235,Project B,6,Not Converted,Learning Outcome C,Associate,6,2,No,No,Not Started,1025,Award,Basic,1514,Stock Options,4958,2977,In Progress,100,1032,69,Active,Inactive,No,11,Premium,10,10,Leadership Training,8,6,7,11,7,8,10,16,15,9,No,9,5,9,Active,,,,
2024/Finance/0548,2024/Marketing/0071,Marketing,Analyst,10,2021-08-24,2021-09-10,2021-10-22,79937,4892,Advanced,2024/HR/0326,48,1,Bachelor,None,4,4,41,0,5,0,4,2,3,7,4,4,10,3,8,8,7,85,No,5,9,No,Fax,No,Short-term,Not Started,Agency,23,5,5043,2021-08-24,Project-83,Development,Medium,Complex,Analyst,Failed,6,6,High,Medium,Not Started,1,Completed,2024/Finance/0146,Project B,10,Converted,Learning Outcome C,Mid-Senior,8,1,Yes,Yes,Not Started,1018,Award,Standard,1431,Stock Options,5040,3069,Not Certified,67,977,82,Active,Active,Yes,10,Premium,7,8,None,9,10,6,7,14,9,7,9,7,15,No,10,13,9,Active,,,,
2024/IT/0549,2024/HR/0157,IT,Consultant,12,2020-09-24,2020-12-23,2021-03-19,79594,5004,Advanced,2024/Finance/0212,34,0,Bachelor,PMP,5,7,35,0,8,4,0,3,10,7,16,10,5,5,13,7,8,82,Yes,8,5,Yes,Fax,Yes,Long-term,In Progress,Job Board,34,0,5024,2020-09-24,Project-38,Research,Large,Moderate,Manager,Successful,10,9,High,Low,Complete,5,Completed,2024/Marketing/0454,Project C,5,Not Converted,Learning Outcome A,Associate,4,9,No,Yes,Achieved,981,Recognition,Premium,1482,Stock Options,5057,3007,Not Certified,76,992,76,Inactive,Inactive,No,10,Premium,5,12,None,10,5,4,8,7,5,8,8,4,10,No,6,6,8,Inactive,,,,
2024/HR/0550,2024/IT/0225,HR,Manager,14,2019-10-06,2020-01-10,2020-02-29,80322,4923,Advanced,2024/Finance/0212,58,0,Bachelor,None,4,2,44,4,11,0,5,4,4,12,10,3,4,5,4,14,9,89,Yes,6,8,No,Phone,Yes,Medium-term,Achieved,Internal,30,4,5098,2019-10-06,Project-26,Research,Small,Complex,Developer,Successful,6,6,Medium,Low,Not Started,5,Incomplete,2024/Finance/0172,Project A,10,Not Converted,Learning Outcome C,Junior,7,4,No,Yes,Achieved,986,None,Premium,1530,None,4867,3125,Certified,78,1017,69,Active,Active,No,5,Standard,9,8,None,8,5,7,9,7,10,4,5,10,8,No,9,8,16,Inactive,,,,
2024/HR/0551,2024/HR/0193,Sales,Developer,10,2024-05-06,2024-05-16,2024-07-22,80616,5108,None,2024/HR/0295,55,0,PhD,Google Cloud,3,3,45,3,5,6,3,4,4,8,9,1,7,10,7,7,7,79,No,8,14,Yes,Phone,No,Short-term,Not Started,Internal,27,3,5008,2024-05-06,Project-31,Development,Medium,Simple,Developer,In Progress,9,5,Low,High,Partial,4,Completed,2024/Finance/0091,Project B,5,Not Converted,Learning Outcome C,Associate,6,1,No,Yes,In Progress,954,Recognition,Standard,1537,None,4996,3082,Not Certified,59,1007,96,Active,Active,No,9,Standard,6,11,Leadership Training,5,8,7,5,6,9,9,9,9,10,Yes,10,9,7,Inactive,,,,
2024/HR/0552,2024/Finance/0381,IT,Analyst,8,2021-06-02,2021-07-08,2021-10-04,80047,5038,Advanced,2024/HR/0295,51,1,PhD,PMP,4,1,38,0,11,9,4,5,5,14,3,3,9,8,9,10,9,63,No,13,6,Yes,Direct Visit,Yes,Short-term,In Progress,Internal,28,5,4854,2021-06-02,Project-97,Consulting,Medium,Simple,Manager,Failed,11,3,Medium,High,Complete,3,Incomplete,2024/Sales/0530,Project A,9,Converted,Learning Outcome C,Junior,11,4,Yes,Yes,In Progress,987,Award,Premium,1537,None,5000,3006,Certified,72,985,89,Active,Active,Yes,8,Standard,3,12,None,9,10,10,10,12,6,11,13,9,11,Yes,6,11,8,Inactive,,,,
2024/IT/0553,2024/Finance/0146,Sales,Consultant,9,2022-05-21,2022-07-24,2022-10-03,79683,4872,Basic,2024/IT/0128,48,2,Master,CFA,6,4,44,5,5,8,3,3,12,6,7,3,9,8,9,5,11,81,No,8,11,Yes,Phone,No,Medium-term,In Progress,Referral,30,2,5015,2022-05-21,Project-83,Development,Large,Complex,Manager,In Progress,6,8,High,Medium,Not Started,5,Completed,2024/Finance/0366,Project A,4,Converted,Learning Outcome B,Associate,5,7,Yes,Yes,Achieved,957,None,Standard,1540,Stock Options,5001,2974,Certified,103,997,76,Active,Active,No,13,Basic,6,9,None,9,6,9,11,9,11,6,11,10,3,No,3,14,6,Inactive,,,,
2024/IT/0554,2024/HR/0293,Marketing,Manager,9,2023-08-16,2023-09-18,2023-11-08,79720,4903,Advanced,2024/IT/0187,55,0,Master,Google Cloud,2,3,36,4,7,8,2,3,6,5,9,8,6,7,8,6,6,77,Yes,10,7,Yes,Email,Yes,Long-term,Not Started,Referral,30,7,4923,2023-08-16,Project-28,Development,Medium,Moderate,Developer,Successful,7,5,Low,Low,Not Started,4,Completed,2024/HR/0273,Project C,8,Not Converted,Learning Outcome B,Associate,6,2,Yes,No,Not Started,998,Award,Standard,1499,None,5053,2965,Certified,71,995,57,Inactive,Inactive,No,15,Basic,5,8,None,6,9,8,6,10,8,4,9,11,2,No,4,3,5,Active,,,,
2024/Finance/0555,2024/IT/0468,Finance,Consultant,13,2020-11-29,2021-05-01,2021-07-25,80240,5142,None,2024/HR/0299,53,1,Bachelor,Google Cloud,2,1,37,3,3,6,0,0,6,8,9,6,9,8,10,9,14,67,Yes,5,6,No,Email,No,Long-term,Achieved,Job Board,22,6,4928,2020-11-29,Project-70,Development,Medium,Simple,Manager,Successful,9,10,Low,High,Not Started,2,Incomplete,2024/Finance/0146,Project B,4,Not Converted,Learning Outcome B,Mid-Senior,9,1,No,Yes,Not Started,973,None,Standard,1467,None,5010,2966,In Progress,83,1026,68,Active,Inactive,Yes,8,Premium,5,10,None,9,11,7,3,5,10,6,3,13,5,No,10,10,3,Active,,,,
2024/Finance/0556,2024/Sales/0294,Marketing,Analyst,12,2019-01-20,2019-04-02,2019-06-27,79793,4900,None,2024/HR/0450,52,2,Master,PMP,6,4,38,4,8,6,5,0,4,11,13,14,5,6,13,4,10,72,Yes,8,5,Yes,Direct Visit,Yes,Medium-term,Not Started,Internal,35,1,5032,2019-01-20,Project-77,Research,Small,Simple,Analyst,Successful,7,3,Medium,Low,Complete,5,Incomplete,2024/HR/0450,Project B,7,Not Converted,Learning Outcome C,Mid-Senior,5,2,Yes,Yes,Not Started,974,Recognition,Basic,1518,None,4998,2971,Not Certified,81,1017,74,Active,Active,Yes,13,Standard,5,8,None,9,6,10,10,6,4,9,10,15,4,Yes,4,9,9,Active,,,,
2024/Sales/0557,2024/Sales/0526,IT,Manager,5,2023-09-17,2023-10-09,2023-12-25,79846,4938,None,2024/HR/0410,57,0,PhD,PMP,6,1,39,3,6,8,4,0,9,4,12,5,6,5,5,11,10,70,Yes,3,10,Yes,Fax,Yes,Short-term,Not Started,Agency,26,3,5178,2023-09-17,Project-25,Development,Large,Moderate,Developer,In Progress,2,8,Low,Low,Partial,5,Completed,2024/Finance/0212,Project B,8,Not Converted,Learning Outcome B,Senior,8,6,No,No,Not Started,1024,None,Basic,1532,None,5094,2920,Certified,87,1013,91,Active,Inactive,Yes,4,Basic,6,6,None,13,8,4,12,8,7,4,12,10,6,Yes,8,8,7,Active,,,,
2024/IT/0558,2024/HR/0405,HR,Developer,11,2023-04-10,2023-08-24,2023-11-12,79904,5015,None,2024/IT/0027,62,0,Bachelor,CFA,6,2,36,4,8,3,4,2,4,9,11,9,4,9,8,9,8,84,Yes,6,7,No,Fax,No,Long-term,In Progress,Agency,27,5,4997,2023-04-10,Project-52,Development,Large,Moderate,Developer,Successful,6,5,Medium,Low,Not Started,4,Incomplete,2024/HR/0442,Project A,7,Not Converted,Learning Outcome A,Senior,10,2,Yes,No,Achieved,1012,Recognition,Standard,1444,Stock Options,5038,3016,In Progress,67,1025,67,Active,Active,Yes,6,Basic,2,8,Leadership Training,6,6,8,5,12,6,10,7,6,10,No,5,6,9,Active,,,,
2024/IT/0559,2024/Marketing/0509,IT,Consultant,10,2024-02-04,2024-04-27,2024-07-10,80063,4925,Basic,2024/IT/0217,48,0,Master,CFA,6,1,42,4,7,6,3,0,9,3,8,3,8,10,12,5,9,65,Yes,7,7,Yes,Phone,Yes,Long-term,Achieved,Referral,31,2,5161,2024-02-04,Project-84,Development,Medium,Complex,Analyst,Successful,2,7,Medium,Medium,Not Started,5,Completed,2024/Sales/0532,Project B,5,Not Converted,Learning Outcome A,Associate,9,7,No,No,Not Started,948,Recognition,Standard,1548,None,5025,3083,In Progress,82,1012,71,Inactive,Inactive,Yes,5,Standard,4,10,None,8,9,9,13,7,10,10,5,6,7,No,5,10,7,Inactive,,,,
2024/Sales/0560,2024/IT/0134,IT,Developer,11,2024-06-01,2024-11-13,2025-01-09,79955,4934,Basic,2024/HR/0095,64,0,Bachelor,Google Cloud,2,7,45,4,10,6,3,2,5,11,9,7,13,14,7,4,12,71,No,8,9,No,Direct Visit,No,Long-term,In Progress,Referral,26,3,4998,2024-06-01,Project-31,Development,Large,Simple,Manager,In Progress,8,4,High,Medium,Complete,4,Incomplete,2024/Finance/0117,Project B,10,Not Converted,Learning Outcome A,Senior,11,9,Yes,No,In Progress,982,Award,Standard,1458,Stock Options,5012,2937,Not Certified,88,982,79,Active,Inactive,No,5,Standard,5,5,None,6,8,9,4,10,9,8,12,6,5,No,7,9,9,Active,,,,
2024/IT/0561,2024/HR/0019,Finance,Developer,9,2018-10-12,2018-12-03,2019-01-12,79680,4871,None,2024/HR/0095,51,2,PhD,Google Cloud,6,3,40,2,6,4,0,2,8,4,7,10,7,12,9,9,7,70,No,12,9,Yes,Direct Visit,Yes,Long-term,In Progress,Agency,29,3,4990,2018-10-12,Project-33,Research,Medium,Moderate,Manager,Failed,7,5,Low,Medium,Partial,4,Completed,2024/HR/0332,Project B,8,Not Converted,Learning Outcome A,Junior,3,9,Yes,No,Achieved,966,Recognition,Standard,1505,Stock Options,4955,3070,In Progress,84,1005,72,Active,Inactive,No,12,Premium,4,7,None,8,8,7,10,11,6,7,8,4,11,Yes,6,11,11,Inactive,,,,
2024/Marketing/0562,2024/HR/0370,HR,Consultant,9,2023-07-12,2023-11-16,2024-02-03,80241,5025,Basic,2024/Finance/0484,51,1,Bachelor,CFA,6,0,39,1,8,5,0,2,8,11,6,8,9,7,9,11,6,81,No,6,5,No,Phone,Yes,Medium-term,Not Started,Agency,27,2,5020,2023-07-12,Project-7,Consulting,Small,Complex,Manager,In Progress,6,9,Medium,Low,Partial,6,Incomplete,2024/HR/0529,Project B,7,Not Converted,Learning Outcome A,Mid-Senior,11,2,Yes,No,Achieved,1014,None,Standard,1463,None,5138,3008,Certified,90,1023,82,Active,Active,Yes,12,Standard,9,11,None,11,5,6,13,4,5,7,8,5,9,Yes,6,10,11,Active,,,,
2024/Sales/0563,2024/Sales/0111,Finance,Manager,8,2023-12-02,2024-05-11,2024-07-03,79968,4958,None,2024/Finance/0092,48,1,Master,AWS,4,7,40,0,8,6,5,2,15,2,9,10,7,8,5,6,8,83,No,2,4,No,Fax,Yes,Short-term,Not Started,Referral,29,4,5025,2023-12-02,Project-82,Development,Large,Complex,Analyst,Failed,7,4,High,Low,Partial,5,Incomplete,2024/Sales/0245,Project A,8,Not Converted,Learning Outcome C,Mid-Senior,7,3,No,No,In Progress,981,Recognition,Premium,1544,None,5131,3038,In Progress,75,973,83,Inactive,Inactive,Yes,8,Basic,4,7,None,5,10,5,8,7,8,6,10,10,5,No,9,6,4,Inactive,,,,
